chemsys,entry_id,origin,formula,spg_number,spg_symbol,strukturbericht,prototype_formula,is_unique_to_nomad
Bi-Co,JejHIlyrUgmapHmoGpwmIxbkOx80,AFLOW,Bi3Co,221.0,Pm-3m,D09,O3Re,False
Bi-Co,JgaD50GJYZBTB6vldOKGifOB0L7n,AFLOW,Bi4Co2,12.0,C2/m,,,False
Bi-Co,JlIw8tLKnqvdfq6oq-t3UkkmLIEN,AFLOW,Bi4Co,139.0,I4/mmm,D13,Al4Ba,False
Bi-Co,Jq8kzsjP8jGmYv1fO8R23QRiqcGv,AFLOW,Bi2Co2,63.0,Cmcm,B33,BCr,False
Bi-Co,JydDWohFyJmB_bdyYO2fX0n9lI6o,OQMD,Bi4Co6,167.0,R-3c,D51,Al2O3,False
Bi-Co,JzKNW2zGJYV37ZxVrMV9BLJUiQXq,AFLOW,Bi12Co4,62.0,Pnma,D011,CFe3,False
Bi-Co,K7vmLzBjIsgIz3wmhMmBPlIfZS4m,AFLOW,Bi2Co,69.0,Fmmm,,,False
Bi-Co,KDoVkhLimCsYC5aiJKTgjFGhES7F,AFLOW,Bi6Co18,194.0,P6_3/mmc,,,False
Bi-Co,KL4l46S7I42poI6UQvIs7EQtAhNw,AFLOW,Bi6Co18,194.0,P6_3/mmc,,,False
Bi-Co,KPfSGNOVmhOlVDAsKYS5YJiKR-5E,AFLOW,Bi6Co2,63.0,Cmcm,,,False
Bi-Co,KWv9AgEBQUfbqbZvnNfZm3Z-Hzh1,AFLOW,Bi2Co,164.0,P-3m1,C6,CdI2,False
Bi-Co,K_fV6wij7TA4KWoFjssaYpk1VzUp,Miguel Marques,BiCo,8.0,Cm,,,True
Bi-Co,KkL0l0Lfl3L1dh13UU5x6WSW6NNy,AFLOW,Bi2Co4,194.0,P6_3/mmc,,CaIn2,False
Bi-Co,KvUfVq0mDHYbQ9yrY9QYkaOc4DXx,OQMD,Bi2Co6,194.0,P6_3/mmc,D019,Ni3Sn,False
Bi-Co,L2Ici6lWoxQXCjc9s4vcKTcBMRW6,AFLOW,Bi2Co3,164.0,P-3m1,D513,Al3Ni2,False
Bi-Co,L6BoG51COxriLfX4FeaMW7naxOz2,AFLOW,BiCo,65.0,Cmmm,,,False
Bi-Co,LFtLTmt1rAC6yVOGWS8Sv9NOFWgy,AFLOW,Bi7Co,225.0,Fm-3m,,,False
Bi-Co,LW9bQNLDbSafREcefzPZ1XJ6vTFp,AFLOW,Bi3Co,221.0,Pm-3m,L12,AuCu3,False
Bi-Co,LZAx6r6Xyvv4fq89Q66pT3r8tP0Z,AFLOW,Bi3Co3,8.0,Cm,,,False
Bi-Co,L_4BObHd10I8PUYX3ZGOKfpVdyC3,AFLOW,Bi4Co2,63.0,Cmcm,C49,Si2Zr,False
Bi-Co,Lbf6n4bCKuAGcAvB63VkZQM0mmTI,Miguel Marques,BiCo,225.0,Fm-3m,B1,ClNa,True
Bi-Co,LiSv1790BlwJOuNOrduDysENvxOX,AFLOW,Bi4Co4,198.0,P2_13,B20,FeSi,False
Bi-Co,LjAv8Fk1tWPpY7rmuf44SdSdXMCk,AFLOW,Bi4Co12,194.0,P6_3/mmc,D024,Ni3Ti,False
Bi-Co,LjGAr2HwhYSHvf_Vuy3AJrpbTA3n,AFLOW,Bi3Co2,166.0,R-3m,C33,Bi2Te3,False
Bi-Co,LmJeFSs18q6zTVMjyX2pu1JRHCDo,AFLOW,BiCo2,71.0,Immm,,MoPt2,False
Bi-Co,LpDTjxKc4M7FswbKqpGcQJEHWh5t,AFLOW,Bi3Co,123.0,P4/mmm,,,False
Bi-Co,MBoR1pzDC-uCU5Q1GfPsP-XooEaa,OQMD,Bi6Co2,194.0,P6_3/mmc,D019,Ni3Sn,False
Bi-Co,MF_Ht506JzIU8C4LwXO3p1cbdhMI,OQMD,Bi3Co,221.0,Pm-3m,L12,AuCu3,False
Bi-Co,MFneL6Cu5XD2Cafe9SiTod59GZ_k,OQMD,BiCo3,221.0,Pm-3m,L12,AuCu3,False
Bi-Co,MGEWP12kD3xS3afNwVq04v7mL2WQ,AFLOW,BiCo3,221.0,Pm-3m,L12,AuCu3,False
Bi-Co,MNnTcBGWm-6vOKEf_30d0BFyrD1e,AFLOW,BiCo3,139.0,I4/mmm,D022,Al3Ti,False
Bi-Co,MShIJcvUcITJaa56PPeK5Uy6n1ZN,AFLOW,Bi6Co4,43.0,Fdd2,,,False
Bi-Co,MTDKN2ilqLQFUe7Vuz26ADJQs9oj,AFLOW,Bi2Co,139.0,I4/mmm,C11b,MoSi2,False
Bi-Co,MWVk5ObBXcp3tkptnFkSsDr0Gz-8,AFLOW,Bi2Co4,194.0,P6_3/mmc,,CaIn2,False
Bi-Co,N11zERrM6_24eO5dzMoQo-I4XD6Y,Miguel Marques,BiCo,216.0,F-43m,B3,SZn,True
Bi-Co,N8u3jDntA_SjP3MURRlgYBGec8Y3,AFLOW,Bi4Co,139.0,I4/mmm,,,False
Bi-Co,NGqhA3M4r5CqjhA0OrgDO9ZGWPFr,AFLOW,Bi2Co2,63.0,Cmcm,B33,BCr,False
Bi-Co,NO1d7vO-3zs1r79yBXsQfWMA1VGZ,AFLOW,Bi3Co,123.0,P4/mmm,,,False
Bi-Co,NXl-jdJMFvEofAn5O2T51iYURAP0,AFLOW,Bi2Co2,164.0,P-3m1,,,False
Bi-Co,NedGwUw6XLKpAd7SogsJoAVfMz1j,AFLOW,Bi2Co2,194.0,P6_3/mmc,B81,AsNi,False
Bi-Co,NlpzOrqO3Se2NvXOZA-yWOi0wyZj,AFLOW,BiCo2,191.0,P6/mmm,C32,AlB2,False
Bi-Co,OGaATDh66x8q9Krm4lONKkrLSfu2,OQMD,BiCo,166.0,R-3m,L11,CuPt,False
Bi-Co,OGhSkhDFqEHPvhkVlhwLl5CdtTN6,AFLOW,Bi2Co,164.0,P-3m1,C6,CdI2,False
Bi-Co,OJrfFVPKoyOixxri9NTGl9ygwZR-,AFLOW,Bi4Co8,69.0,Fmmm,,,False
Bi-Co,OKor7ekCpjF5t9N6W4G_yB3YqHwT,OQMD,Bi2Co2,186.0,P6_3mc,B4,SZn,False
Bi-Co,OUiDNiL6dmfsU24q1W2IZYny46I5,AFLOW,Bi2Co2,194.0,P6_3/mmc,Bk,BN,False
Bi-Co,O_OOvA7LSpLOFvfxMuAbsiw_s9tQ,AFLOW,BiCo3,139.0,I4/mmm,D022,Al3Ti,False
Bi-Co,O_P2_FgGeHb_MSpBiBvAUVFwdfOG,AFLOW,Bi3Co,221.0,Pm-3m,L12,AuCu3,False
Bi-Co,OkdBbjDFIJ-_nI8et_91_MGVQ9H3,Miguel Marques,Bi2Co,12.0,C2/m,,,True
Bi-Co,OoP-P0jvPLhARP48s4ss2HXeDK4z,AFLOW,Bi2Co2,221.0,Pm-3m,B2,ClCs,False
Bi-Co,OoillRtraTd2Chpo7obyTDopKwqL,AFLOW,Bi6Co2,63.0,Cmcm,,,False
Bi-Co,OziPzdA0Z-DOQ8jJCmDjxSmCZdJ-,AFLOW,BiCo3,221.0,Pm-3m,D09,O3Re,False
Bi-Co,P2j8Z8Qkku7ATpepImzCgugBKh5j,AFLOW,Bi10Co6,193.0,P6_3/mcm,D88,Mn5Si3,False
Bi-Co,P4BlNOou74AZWn4--30xeOHCJ9gN,AFLOW,Bi2Co,139.0,I4/mmm,C11b,MoSi2,False
Bi-Co,P4byyXTCGpC7G1LFD-o5HbeJo2wI,AFLOW,Bi3Co,221.0,Pm-3m,L12,AuCu3,False
Bi-Co,P53NR17KbjbU5yEEOntrxsNGBpF3,AFLOW,Bi4Co2,141.0,I4_1/amd,C5,O2Ti,False
Bi-Co,PDSfUsZ957lRN9N_ZW7YaoNHnCx8,AFLOW,Bi4Co,139.0,I4/mmm,D13,Al4Ba,False
Bi-Co,PI1BbZYhH0mbuggLsOG1mlOLRS-N,AFLOW,BiCo2,225.0,Fm-3m,C1,CaF2,False
Bi-Co,PJGTMWnW87uW8dXkZBCN_vrL1xcl,AFLOW,BiCo3,123.0,P4/mmm,,,False
Bi-Co,POmwmT0SNM5BgDK-To1Ocif35aKl,AFLOW,Bi2Co4,63.0,Cmcm,C49,Si2Zr,False
Bi-Co,PfLZUqUcWYtQaUZma6QvJvFj46OI,AFLOW,Bi8Co4,205.0,Pa-3,C2,FeS2,False
Bi-Co,PgezM9DReestFHtkWiHnrbiMti6t,OQMD,BiCo,225.0,Fm-3m,B1,ClNa,False
Bi-Co,Pi29s2UX6b32NEVP_77p65is4WWo,AFLOW,BiCo,221.0,Pm-3m,B2,ClCs,False
Bi-Co,PuekYjV35CbozG6H44NhkKbXBteK,OQMD,Bi3Co,225.0,Fm-3m,,,False
Bi-Co,Q5pfZ_igdCiPvtz9MbwS28mWcbfH,AFLOW,Bi4Co8,205.0,Pa-3,C2,FeS2,False
Bi-Co,Q8XsvgIFd2hlWoVOL6L8D0DTqHxl,OQMD,Bi3Co,225.0,Fm-3m,,,False
Bi-Co,Q9vMbDCfHNURS7ZW79SO2cifVyRK,AFLOW,Bi4Co12,62.0,Pnma,D011,CFe3,False
Bi-Co,QDDJl8_4YjfVRMRWvTLKTGlb2nzM,AFLOW,Bi6Co10,193.0,P6_3/mcm,D88,Mn5Si3,False
Bi-Co,QQH4zdF1Nc1w7NEv5zpBWGBqr3sn,Miguel Marques,BiCo,136.0,P4_2/mnm,,BeO,True
Bi-Co,QV6BnkfaalMUq0ZI2twpc57xG01A,AFLOW,BiCo8,139.0,I4/mmm,,Pt8Ti,False
Bi-Co,QgtEpeGfb_F73r-dVf3n7BMxinTQ,AFLOW,Bi2Co3,164.0,P-3m1,D513,Al3Ni2,False
Bi-Co,QokiUKLHQqAgX0dduh4zb2hLMLR1,AFLOW,Bi4Co16,217.0,I-43m,,,False
Bi-Co,QrKCnsn53tSElJNt7Vq1wsW-xy71,AFLOW,BiCo3,123.0,P4/mmm,,,False
Bi-Co,QwI8oSsGqZteyVsmLqYEGcaOTFNc,AFLOW,Bi6Co18,59.0,Pmmn,,,False
Bi-Co,Qx7bIlms8mHXFzpODDmUuDF6LsIe,AFLOW,Bi4Co2,140.0,I4/mcm,C16,Al2Cu,False
Bi-Co,R0x-JKXvxLQ0T4xJZcD1FCgOpMhb,AFLOW,Bi2Co2,67.0,Cmme,,,False
Bi-Co,R1uWpJ4x89zsFttxEkal-sERWL6H,AFLOW,Bi2Co2,129.0,P4/nmm,B11,CuTi,False
Bi-Co,R8G0RaNbQ4KMnxJT0GDCNfnsqCH_,Miguel Marques,BiCo,225.0,Fm-3m,B1,ClNa,True
Bi-Co,R8l589f-6enoqneXRiAoD4dMs_BF,AFLOW,Bi3Co,187.0,P-6m2,,,False
Bi-Co,RLOv-ief8PJMVWuuyxs8SDGwz83W,AFLOW,Bi2Co4,63.0,Cmcm,C49,Si2Zr,False
Bi-Co,RMtwDn0-iIL573x6T3_JUS2rZQ_U,AFLOW,BiCo5,123.0,P4/mmm,,,False
Bi-Co,RPgz9k2ZMVsWU7ZMHg0mDP4r9hYZ,OQMD,Bi4Co2,136.0,P4_2/mnm,C4,O2Ti,False
Bi-Co,RRBLQUw3j2n4MqOUC7_3DSNa41p2,AFLOW,Bi2Co2,63.0,Cmcm,B33,BCr,False
Bi-Co,Ri8tr05mi-XE_H4czhx0JIKAcX2Q,Miguel Marques,BiCo,8.0,Cm,,,True
Bi-Co,RtBpzAsJ6ltdb8oLGat1txluBl7p,AFLOW,Bi18Co6,194.0,P6_3/mmc,,,False
Bi-Co,S3f47-nbS33Soxl3iwVC3IgdZ0ZP,AFLOW,Bi4Co4,194.0,P6_3/mmc,,,False
Bi-Co,S5C_pKQ89rs0ZWQrc0mhntpt6Abl,AFLOW,Bi4Co2,12.0,C2/m,,,False
Bi-Co,SANCkIfUXwj1xDbWFvgA8Z8EjwG0,AFLOW,Bi3Co,123.0,P4/mmm,,,False
Bi-Co,SmpOxeybFsd3Z8DKMUhQCLBiGWVd,AFLOW,Bi2Co2,194.0,P6_3/mmc,B81,AsNi,False
Bi-Co,T1Hpbx-_O_RCm10OtsJQQXkT4Q8p,AFLOW,Bi8Co16,227.0,Fd-3m,,NiTi2,False
Bi-Co,T5bvYM_FGMZGrM8RHbeTrKeiqpF3,AFLOW,Bi4Co4,62.0,Pnma,B16,GeS,False
Bi-Co,TA1Ac3DTXO4Yhnl87dUeiDetmL-W,AFLOW,Bi8Co4,62.0,Pnma,C25,Cl2Hg,False
Bi-Co,TYPyBcMsJp5azkmPHgApy6HeDhCu,AFLOW,Bi2Co4,194.0,P6_3/mmc,B82,InNi2,False
Bi-Co,Tc5DSTrEioNKFzlGo-trvZk26cw3,AFLOW,Bi4Co2,58.0,Pnnm,,CFe2,False
Bi-Co,Thrh6yIRcgQT3YKEqzQjaUT7sdWK,AFLOW,Bi2Co4,63.0,Cmcm,C49,Si2Zr,False
Bi-Co,TkR1RgVp_w27ZG59t7_elTg3EtZX,AFLOW,Bi2Co4,71.0,Immm,,,False
Bi-Co,ULvv5dsYpxZmlccbHYCwvDjVOe4b,OQMD,Bi2Co2,186.0,P6_3mc,B4,SZn,False
Bi-Co,USx22qNR-jfd_aJZ40OK5EFNmZ8c,OQMD,BiCo,187.0,P-6m2,,,False
Bi-Co,UVTUynkJGUMAfBTXfBywaZ5etYqR,OQMD,BiCo3,221.0,Pm-3m,L12,AuCu3,False
Bi-Co,UWEqa4xSiMU2bFn7200fcXnB_oSd,AFLOW,Bi2Co2,63.0,Cmcm,B33,BCr,False
Bi-Co,U_ULyUTEnjBoB1YRm70iI-zRugcN,AFLOW,Bi3Co,65.0,Cmmm,,,False
Bi-Co,UzdniG0iP8cNsSh7ZP8uayg_lZ6l,OQMD,Bi2Co2,51.0,Pmma,B19,AuCd,False
Bi-Co,VUELVugVjlOXhV-6v2AA9A3aN3lI,AFLOW,Bi4Co2,12.0,C2/m,,,False
Bi-Co,Vo30qdT6KX8icE8Cvs_YrTm_sh9R,AFLOW,Bi2Co4,141.0,I4_1/amd,C5,O2Ti,False
Bi-Co,Vtj8wQV1eYqpiwWMxW5bnI2nigfG,AFLOW,Bi10Co8,193.0,P6_3/mcm,,,False
Bi-Co,VuF2d0JwJt5R5Hqk-NaBpZQPwv7c,AFLOW,Bi2Co,69.0,Fmmm,,,False
Bi-Co,VxYGELEs0YHQ-N0iIbr_sGdl6cfX,OQMD,Bi2Co2,51.0,Pmma,B19,AuCd,False
Bi-Co,W2DbdF5o92__b0306jAFf4PmJK7a,OQMD,BiCo,221.0,Pm-3m,B2,ClCs,False
Bi-Co,W7CyOHFiwnKllJxzMpqJImhk5wSX,AFLOW,Bi4Co2,227.0,Fd-3m,C15,Cu2Mg,False
Bi-Co,W8DTGmJfYgyTVPikf0F_EChfpZzF,AFLOW,BiCo7,225.0,Fm-3m,,Ca7Ge,False
Bi-Co,WRVylhEpi5_i9YV9j37fPn4XF9PU,Miguel Marques,BiCo,223.0,Pm-3n,,,True
Bi-Co,WgiWyANcyrjFRGrmrnWobCXLELo5,AFLOW,Bi4Co2,12.0,C2/m,,,False
Bi-Co,WgjDpxk99dH3_LyGk1gFHJYZQMTx,AFLOW,Bi2Co4,140.0,I4/mcm,C16,Al2Cu,False
Bi-Co,WiqmDt4tYuUNh_I75lka7AKX5dOZ,AFLOW,Bi3Co,123.0,P4/mmm,,,False
Bi-Co,Wk9t229TO_RkE2jWWdMlBcrEcMf1,AFLOW,Bi2Co2,63.0,Cmcm,B33,BCr,False
Bi-Co,Wmt72bCkg9L8nmpJJcnpKqeGc2tA,OQMD,BiCo3,139.0,I4/mmm,D022,Al3Ti,False
Bi-Co,WrIGRcljyIFInkaNijy22XE4URKV,AFLOW,BiCo8,139.0,I4/mmm,,Pt8Ti,False
Bi-Co,X8B7yZW3g51senTKlW1RDEAFYcBF,AFLOW,Bi2Co2,63.0,Cmcm,B33,BCr,False
Bi-Co,Xrx6W-fURI4IwK0FSaNI7da33x3Y,AFLOW,Bi5Co,191.0,P6/mmm,D2d,CaCu5,False
Bi-Co,Y7l8PWJUGf7C3G8emxk2_1DsUvNj,AFLOW,Bi3Co,65.0,Cmmm,L13,CdPt3,False
Bi-Co,Y84vHNngoGkeREE-IvQUiw6W1hZE,Miguel Marques,BiCo,194.0,P6_3/mmc,Bk,BN,True
Bi-Co,YL9DOEEixgy0mERWmjgIRjzTpdMg,AFLOW,Bi2Co4,12.0,C2/m,,,False
Bi-Co,YPICuxr1oe6zNvAXQ7OarxIWZzpe,AFLOW,Bi3Co,221.0,Pm-3m,L12,AuCu3,False
Bi-Co,YZ2YDW7nSi8uFpve9hNeDuQ3lGMD,AFLOW,Bi10Co6,193.0,P6_3/mcm,D88,Mn5Si3,False
Bi-Co,Yf-8mRQzeqPx4Fzzduc3arwdA_Oe,AFLOW,BiCo2,139.0,I4/mmm,C11b,MoSi2,False
Bi-Co,YuBnBYuArOQyXsfikxs0UVK-wc3P,AFLOW,Bi3Co,123.0,P4/mmm,,,False
Bi-Co,YwZi1De5P4ompgIi-1jwu_wx58Sm,Miguel Marques,BiCo,217.0,I-43m,,,True
Bi-Co,Z6wz_99pbgM6zTXm8_EOXHmkQLFW,AFLOW,Bi3Co,71.0,Immm,,,False
Bi-Co,Z9oovAQ7VFEJeSXWoPHobyov-HWv,Miguel Marques,BiCo,216.0,F-43m,B3,SZn,True
Bi-Co,ZICyr3k61sX_cIGENG2zz39XRXFx,AFLOW,Bi10Co8,193.0,P6_3/mcm,,,False
Bi-Co,ZIFDU_2NHgSq1hyHKEhZklcjwuI8,AFLOW,BiCo2,139.0,I4/mmm,C11b,MoSi2,False
Bi-Co,ZNBmE6T9KCSM_xL0YXOcn0Tibv6m,AFLOW,BiCo,225.0,Fm-3m,B1,ClNa,False
Bi-Co,ZXkWRLE1lNKYQ2acjyaJAY_1GAmO,AFLOW,Bi4Co2,194.0,P6_3/mmc,,,False
Bi-Co,Zdot1h-cAErMch8X7M-q7iaw4p_K,AFLOW,Bi2Co2,12.0,C2/m,,,False
Bi-Co,ZlDzSArcnHM-kXtosbr7J7ys0FTt,AFLOW,Bi4Co2,227.0,Fd-3m,C15,Cu2Mg,False
Bi-Co,ZtLIVZ_woFyZUjbqAZwyZWt4-nCC,OQMD,Bi3Co,139.0,I4/mmm,,,False
Bi-Co,ZznsWRnB0i3KrtzJa4wfU8Hil0qJ,AFLOW,BiCo5,189.0,P-62m,,,False
Bi-Co,_7wB90iLITwrF7c189dciILwXtt-,AFLOW,Bi4Co2,140.0,I4/mcm,C16,Al2Cu,False
Bi-Co,_AGGiDnJ-RDEXg84qssrrPCiyilN,Miguel Marques,BiCo,217.0,I-43m,,,True
Bi-Co,_InfYYnWScGvmczaHUAyFATN8_dt,AFLOW,BiCo3,139.0,I4/mmm,D022,Al3Ti,False
Bi-Co,_KXb1dNjG-jCnPH0oyWW8Gw0GSJ3,AFLOW,Bi2Co4,12.0,C2/m,,,False
Bi-Co,_TKA8GjcNFCTr3af-QqYWkdlLb-T,AFLOW,BiCo3,139.0,I4/mmm,D022,Al3Ti,False
Bi-Co,_UY7qQBWk1-Uh4AO_TNq4_DzJw3f,AFLOW,BiCo2,225.0,Fm-3m,C1,CaF2,False
Bi-Co,_iopjw_NkoK5N66HZac1guxP9rV4,AFLOW,Bi3Co3,8.0,Cm,,,False
Bi-Co,_kl1xFWj-pPLdIBUHLkQ1QaXUZzR,AFLOW,Bi12Co4,62.0,Pnma,D011,CFe3,False
Bi-Co,_lid7HxdFuFX6Lt-0xplS7Lbq16F,AFLOW,Bi2Co2,166.0,R-3m,,,False
Bi-Co,_oJgVUMekRTf3qZ5NS3xk6oSoALd,AFLOW,Bi6Co6,164.0,P-3m1,,,False
Bi-Co,_xetfC07YTySC7GThRjjX4OcuEWk,AFLOW,BiCo3,225.0,Fm-3m,D03,BiF3,False
Bi-Co,a9PM4th9k-Ac-OGB2bS8c4p2gNkQ,OQMD,BiCo,187.0,P-6m2,,,False
Bi-Co,aAN0bAeBPEcEn3tQBf10HDZHwIpb,Materials Project,BiCo3,139.0,I4/mmm,D022,Al3Ti,False
Bi-Co,aC8nUxi7PggCVEsS4wan2AI0YdhS,AFLOW,Bi6Co2,223.0,Pm-3n,A15,Cr3Si,False
Bi-Co,aNSSt6tgwuUnILpXgTJi1scp4y4z,AFLOW,Bi3Co6,189.0,P-62m,C22,Fe2P,False
Bi-Co,aUChe7Nw7rgYT50OOSYcR0_RPUSk,AFLOW,Bi3Co,25.0,Pmm2,,,False
Bi-Co,aa06jgK21ou4VY3MblMImaKFPCii,AFLOW,Bi4Co2,63.0,Cmcm,C49,Si2Zr,False
Bi-Co,b8CiDP85ovivbNUKY5QBjH0QsKq_,AFLOW,Bi4Co2,58.0,Pnnm,,CFe2,False
Bi-Co,bD1g9jnVuBbA-7SGzzVaNSB3qLLi,AFLOW,Bi4Co8,194.0,P6_3/mmc,C14,MgZn2,False
Bi-Co,bRfqLaZJlirnYeQgVP_4Vq1llTJv,AFLOW,Bi2Co,164.0,P-3m1,C6,CdI2,False
Bi-Co,bSp4kqsNO_KDlb9ij_c_UudxQ7oj,Miguel Marques,BiCo,136.0,P4_2/mnm,,BeO,True
Bi-Co,bUrmYcO63U2nsHRVEmlvmtJSsXNr,AFLOW,BiCo3,12.0,C2/m,,,False
Bi-Co,bWTX3EzJD9kfwjSXFQCsYVwnNRom,AFLOW,Bi2Co2,129.0,P4/nmm,B11,CuTi,False
Bi-Co,boa6YL-gUTYKFBVhLjTkYtqAnjoD,AFLOW,Bi2Co4,58.0,Pnnm,,CFe2,False
Bi-Co,bpEIgCabtsI8oQ1LaQWoc1dOYYL0,OQMD,BiCo,221.0,Pm-3m,B2,ClCs,False
Bi-Co,bpsTPncP30yLrtuJTBC47qzaWY-n,AFLOW,Bi2Co,225.0,Fm-3m,C1,CaF2,False
Bi-Co,bteWiqyzm0IObObTYE1PYjxcPt06,AFLOW,Bi2Co4,139.0,I4/mmm,C11b,MoSi2,False
Bi-Co,cIjjppmLPe9Xm2pksnb_dUAbkx1w,AFLOW,BiCo,216.0,F-43m,B3,SZn,False
Bi-Co,cVAa_8uIsxj3ILG9G20WnKfaNTcl,OQMD,BiCo,187.0,P-6m2,,,False
Bi-Co,cd4w9acpJd1dkoIrYeneSssyLF8r,AFLOW,Bi2Co4,141.0,I4_1/amd,C5,O2Ti,False
Bi-Co,clftmFtuNhZBdeI6CcMUUYxBaMdB,AFLOW,BiCo5,65.0,Cmmm,,,False
Bi-Co,cmqse5eAED2Gnw-foDDYB0pKdhhl,OQMD,Bi2Co2,186.0,P6_3mc,B4,SZn,False
Bi-Co,cn0ctKu-7zmYhjLFlXehq7b3QaNg,AFLOW,BiCo3,123.0,P4/mmm,,,False
Bi-Co,ctI74ROYbRnfNEV5VZbpE2tpfgs0,AFLOW,Bi8Co4,69.0,Fmmm,,,False
Bi-Co,d4mg1uGJlsxhYj1E1QmdF2QqzxhF,AFLOW,Bi8Co16,194.0,P6_3/mmc,C36,MgNi2,False
Bi-Co,d6n9gUTiYDIBhFTN0ruePKXG2aao,AFLOW,Bi2Co4,63.0,Cmcm,C49,Si2Zr,False
Bi-Co,dg3ftJoxhu7ZHYo5zPv6pATc6S5C,Miguel Marques,BiCo,225.0,Fm-3m,B1,ClNa,True
Bi-Co,djorXaR8_Z0Ly7cmSkdDDYsPfGWt,AFLOW,Bi2Co6,223.0,Pm-3n,A15,Cr3Si,False
Bi-Co,dmkDQFp1dcjTJP7xtYeNfcmvvW5a,AFLOW,Bi2Co,139.0,I4/mmm,C11b,MoSi2,False
Bi-Co,dqivKaEdzy-a0KiMxuQBRtkxEn73,AFLOW,Bi4Co2,58.0,Pnnm,,CFe2,False
Bi-Co,dwdeVcsK_WPaTDmiXAoQTF9x1Q-Z,AFLOW,Bi16Co8,194.0,P6_3/mmc,C36,MgNi2,False
Bi-Co,e-LHkCLnpeyszFUVpRJN1kzHDv9n,AFLOW,Bi2Co2,74.0,Imma,,,False
Bi-Co,e3B4mEKW4-pagCrKcoImsok4TROz,AFLOW,BiCo3,166.0,R-3m,,,False
Bi-Co,e5pmx9vfKaBOnNDkPp6MHndBCb_3,Miguel Marques,BiCo,136.0,P4_2/mnm,,BeO,True
Bi-Co,e9XkTDLTIF2L3E1JL_iNrKe5ccKg,AFLOW,BiCo5,12.0,C2/m,,,False
Bi-Co,eLHqDyD_SKOeY36dACMKULnmjHcL,AFLOW,Bi2Co2,129.0,P4/nmm,B11,CuTi,False
Bi-Co,eUNTiMDPNNIZAL4TWOwOMcegzXIk,AFLOW,Bi4Co2,12.0,C2/m,,,False
Bi-Co,ehdzWCoNNc4w27LaxLzK36FTp6H-,AFLOW,Bi5Co,191.0,P6/mmm,D2d,CaCu5,False
Bi-Co,eikobNrTP6opvM7cqHwABj03xuMW,AFLOW,Bi5Co,123.0,P4/mmm,,,False
Bi-Co,ejaPVZgYDZuLAO4eIBRRY84ho41J,OQMD,BiCo,221.0,Pm-3m,B2,ClCs,False
Bi-Co,ekkmjkloPAy2ldD-lDqftV3vy9b-,AFLOW,Bi8Co,139.0,I4/mmm,,Pt8Ti,False
Bi-Co,f3BVaNIue_zI0wUY4P3YVuQhUibh,AFLOW,BiCo4,139.0,I4/mmm,D13,Al4Ba,False
Bi-Co,f3R2swW_JQyD4co7FAT008222Ag3,AFLOW,BiCo3,221.0,Pm-3m,D09,O3Re,False
Bi-Co,f9w9L7OXMvHVw9r-nlOHDy0KVrKB,Miguel Marques,BiCo,8.0,Cm,,,True
Bi-Co,fP1mqxesquld6T8l6zkPNHe2XxQg,OQMD,Bi6Co2,194.0,P6_3/mmc,D019,Ni3Sn,False
Bi-Co,fW1T1AQSGKPm6A3zP4xVOArVvh-M,OQMD,BiCo,225.0,Fm-3m,B1,ClNa,False
Bi-Co,fYzNPesjVJfHYn_IaEuRIzGWeh3j,AFLOW,Bi3Co,123.0,P4/mmm,,,False
Bi-Co,fcKPY3D8pZqqGXBFdkSnxLzFq9aO,OQMD,BiCo,221.0,Pm-3m,B2,ClCs,False
Bi-Co,flk-mvlbRgNLNU3tcE6czhwfTJXq,OQMD,Bi4Co6,167.0,R-3c,D51,Al2O3,False
Bi-Co,ftUldvLWHq5X3Yj11l18seV839o_,AFLOW,BiCo3,65.0,Cmmm,,,False
Bi-Co,g-NdcWvibHiAfej5B67wDelHg8id,AFLOW,BiCo,225.0,Fm-3m,B1,ClNa,False
Bi-Co,g50nMUCBTMvWC2tdFCpP-RLcOwsx,AFLOW,Bi4Co12,194.0,P6_3/mmc,D024,Ni3Ti,False
Bi-Co,gBhb-eca_VlvR6H4Y6ISWB0ku-XD,AFLOW,Bi2Co,164.0,P-3m1,C6,CdI2,False
Bi-Co,gCHnIEwt1MOWxVHDrXGh5lsTNMs-,OQMD,Bi2Co6,194.0,P6_3/mmc,D019,Ni3Sn,False
Bi-Co,gHwP7KKFrbGtT5oAoTAgIdUBGAjR,AFLOW,Bi2Co2,63.0,Cmcm,B33,BCr,False
Bi-Co,gL_r7ZOQJMMQJOleg2xZKWEvUoxM,OQMD,Bi6Co2,194.0,P6_3/mmc,D019,Ni3Sn,False
Bi-Co,gn6ELaoTBQJkX641KfhnIN0hn0zF,AFLOW,Bi3Co,225.0,Fm-3m,,,False
Bi-Co,gpQl-pYdZ16iJQMKk2-ZiaXFqoFu,OQMD,Bi2Co2,186.0,P6_3mc,B4,SZn,False
Bi-Co,gwmqnR52y61RRTu5XPzGexecfoSh,AFLOW,Bi2Co4,141.0,I4_1/amd,C5,O2Ti,False
Bi-Co,gyGW7Y_lN_PI-JJRFn6g32TmWtEQ,OQMD,BiCo,225.0,Fm-3m,B1,ClNa,False
Bi-Co,gyJ_7STu3GU-vUuYaHh2KKGcxqEg,AFLOW,Bi4Co8,69.0,Fmmm,,,False
